ID,Name,BCDCCollection,BossDBURI,Description,ArchiveURL,Creator,DateCreated,ChannelType,DataType,Public,Contributors,License
s22_fov5_030nm_1_,s22_fov5_030nm_1_,ABC279,bossdb://lee2022/s22_fov5_030nm_1_/s22_fov5_030nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D86,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_030nm_2_,s22_fov5_030nm_2_,ABC280,bossdb://lee2022/s22_fov5_030nm_2_/s22_fov5_030nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D87,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_030nm_3_,s22_fov5_030nm_3_,ABC281,bossdb://lee2022/s22_fov5_030nm_3_/s22_fov5_030nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D88,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_030nm_4_,s22_fov5_030nm_4_,ABC282,bossdb://lee2022/s22_fov5_030nm_4_/s22_fov5_030nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D89,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_080nm_,s22_fov5_080nm_,ABC283,bossdb://lee2022/s22_fov5_080nm_/s22_fov5_080nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D90,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_080nm_1_,s22_fov5_080nm_1_,ABC284,bossdb://lee2022/s22_fov5_080nm_1_/s22_fov5_080nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D91,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_080nm_2_,s22_fov5_080nm_2_,ABC285,bossdb://lee2022/s22_fov5_080nm_2_/s22_fov5_080nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D92,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_080nm_3_,s22_fov5_080nm_3_,ABC286,bossdb://lee2022/s22_fov5_080nm_3_/s22_fov5_080nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D93,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_fov5_080nm_4_,s22_fov5_080nm_4_,ABC287,bossdb://lee2022/s22_fov5_080nm_4_/s22_fov5_080nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D94,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l3_md_025nm_1_,s22_l3_md_025nm_1_,ABC288,bossdb://lee2022/s22_l3_md_025nm_1_/s22_l3_md_025nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D95,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l3_md_025nm_2_,s22_l3_md_025nm_2_,ABC289,bossdb://lee2022/s22_l3_md_025nm_2_/s22_l3_md_025nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D96,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l3_md_025nm_3_,s22_l3_md_025nm_3_,ABC290,bossdb://lee2022/s22_l3_md_025nm_3_/s22_l3_md_025nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D97,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l3_md_025nm_4_,s22_l3_md_025nm_4_,ABC291,bossdb://lee2022/s22_l3_md_025nm_4_/s22_l3_md_025nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D98,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l5_025nm_,s22_l5_025nm_,ABC292,bossdb://lee2022/s22_l5_025nm_/s22_l5_025nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D99,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l5_025nm_1_,s22_l5_025nm_1_,ABC293,bossdb://lee2022/s22_l5_025nm_1_/s22_l5_025nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D100,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l5_025nm_2_,s22_l5_025nm_2_,ABC294,bossdb://lee2022/s22_l5_025nm_2_/s22_l5_025nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D101,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l5_025nm_3_,s22_l5_025nm_3_,ABC295,bossdb://lee2022/s22_l5_025nm_3_/s22_l5_025nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D102,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s22_l5_025nm_4_,s22_l5_025nm_4_,ABC296,bossdb://lee2022/s22_l5_025nm_4_/s22_l5_025nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D103,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md1_030nm_,s24_hico_md1_030nm_,ABC297,bossdb://lee2022/s24_hico_md1_030nm_/s24_hico_md1_030nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D104,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md1_030nm_1_,s24_hico_md1_030nm_1_,ABC298,bossdb://lee2022/s24_hico_md1_030nm_1_/s24_hico_md1_030nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D105,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md1_030nm_2_,s24_hico_md1_030nm_2_,ABC299,bossdb://lee2022/s24_hico_md1_030nm_2_/s24_hico_md1_030nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D106,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md1_030nm_3_,s24_hico_md1_030nm_3_,ABC300,bossdb://lee2022/s24_hico_md1_030nm_3_/s24_hico_md1_030nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D107,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md1_030nm_4_,s24_hico_md1_030nm_4_,ABC301,bossdb://lee2022/s24_hico_md1_030nm_4_/s24_hico_md1_030nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D108,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md2_030nm_,s24_hico_md2_030nm_,ABC302,bossdb://lee2022/s24_hico_md2_030nm_/s24_hico_md2_030nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D109,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md2_030nm_1_,s24_hico_md2_030nm_1_,ABC303,bossdb://lee2022/s24_hico_md2_030nm_1_/s24_hico_md2_030nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D110,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md2_030nm_2_,s24_hico_md2_030nm_2_,ABC304,bossdb://lee2022/s24_hico_md2_030nm_2_/s24_hico_md2_030nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D111,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md2_030nm_3_,s24_hico_md2_030nm_3_,ABC305,bossdb://lee2022/s24_hico_md2_030nm_3_/s24_hico_md2_030nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D112,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md2_030nm_4_,s24_hico_md2_030nm_4_,ABC306,bossdb://lee2022/s24_hico_md2_030nm_4_/s24_hico_md2_030nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D113,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md3_030nmm_1_,s24_hico_md3_030nmm_1_,ABC307,bossdb://lee2022/s24_hico_md3_030nmm_1_/s24_hico_md3_030nmm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D114,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md3_030nmm_2_,s24_hico_md3_030nmm_2_,ABC308,bossdb://lee2022/s24_hico_md3_030nmm_2_/s24_hico_md3_030nmm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D115,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md3_030nmm_3_,s24_hico_md3_030nmm_3_,ABC309,bossdb://lee2022/s24_hico_md3_030nmm_3_/s24_hico_md3_030nmm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D116,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hico_md3_030nmm_4_,s24_hico_md3_030nmm_4_,ABC310,bossdb://lee2022/s24_hico_md3_030nmm_4_/s24_hico_md3_030nmm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D117,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_050nm_,s24_hippo_050nm_,ABC311,bossdb://lee2022/s24_hippo_050nm_/s24_hippo_050nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D118,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_050nm_1_,s24_hippo_050nm_1_,ABC312,bossdb://lee2022/s24_hippo_050nm_1_/s24_hippo_050nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D119,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_050nm_2_,s24_hippo_050nm_2_,ABC313,bossdb://lee2022/s24_hippo_050nm_2_/s24_hippo_050nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D120,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_050nm_3_,s24_hippo_050nm_3_,ABC314,bossdb://lee2022/s24_hippo_050nm_3_/s24_hippo_050nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D121,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_050nm_4_,s24_hippo_050nm_4_,ABC315,bossdb://lee2022/s24_hippo_050nm_4_/s24_hippo_050nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D122,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDose_050nm_1_,s24_hippo_halfDose_050nm_1_,ABC316,bossdb://lee2022/s24_hippo_halfDose_050nm_1_/s24_hippo_halfDose_050nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D123,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDosec_050nm_1_,s24_hippo_halfDosec_050nm_1_,ABC317,bossdb://lee2022/s24_hippo_halfDosec_050nm_1_/s24_hippo_halfDosec_050nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D124,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDosed_050nm_,s24_hippo_halfDosed_050nm_,ABC318,bossdb://lee2022/s24_hippo_halfDosed_050nm_/s24_hippo_halfDosed_050nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D125,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDosed_050nm_1_,s24_hippo_halfDosed_050nm_1_,ABC319,bossdb://lee2022/s24_hippo_halfDosed_050nm_1_/s24_hippo_halfDosed_050nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D126,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDosed_050nm_2_,s24_hippo_halfDosed_050nm_2_,ABC320,bossdb://lee2022/s24_hippo_halfDosed_050nm_2_/s24_hippo_halfDosed_050nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D127,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDosed_050nm_3_,s24_hippo_halfDosed_050nm_3_,ABC321,bossdb://lee2022/s24_hippo_halfDosed_050nm_3_/s24_hippo_halfDosed_050nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D128,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_hippo_halfDosed_050nm_4_,s24_hippo_halfDosed_050nm_4_,ABC322,bossdb://lee2022/s24_hippo_halfDosed_050nm_4_/s24_hippo_halfDosed_050nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D129,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_hd_030nm_,s24_top_hd_030nm_,ABC323,bossdb://lee2022/s24_top_hd_030nm_/s24_top_hd_030nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D130,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_hd_030nm_1_,s24_top_hd_030nm_1_,ABC324,bossdb://lee2022/s24_top_hd_030nm_1_/s24_top_hd_030nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D131,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_hd_030nm_2_,s24_top_hd_030nm_2_,ABC325,bossdb://lee2022/s24_top_hd_030nm_2_/s24_top_hd_030nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D132,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_hd_030nm_3_,s24_top_hd_030nm_3_,ABC326,bossdb://lee2022/s24_top_hd_030nm_3_/s24_top_hd_030nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D133,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_hd_030nm_4_,s24_top_hd_030nm_4_,ABC327,bossdb://lee2022/s24_top_hd_030nm_4_/s24_top_hd_030nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D134,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_md1_030nm_,s24_top_md1_030nm_,ABC328,bossdb://lee2022/s24_top_md1_030nm_/s24_top_md1_030nm_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D135,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_md1_030nm_1_,s24_top_md1_030nm_1_,ABC329,bossdb://lee2022/s24_top_md1_030nm_1_/s24_top_md1_030nm_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D136,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_md1_030nm_2_,s24_top_md1_030nm_2_,ABC330,bossdb://lee2022/s24_top_md1_030nm_2_/s24_top_md1_030nm_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D137,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_md1_030nm_3_,s24_top_md1_030nm_3_,ABC331,bossdb://lee2022/s24_top_md1_030nm_3_/s24_top_md1_030nm_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D138,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
s24_top_md1_030nm_4_,s24_top_md1_030nm_4_,ABC332,bossdb://lee2022/s24_top_md1_030nm_4_/s24_top_md1_030nm_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/6F16B668-3268-4F17-BC83-7C1FEE5147D139,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile1_,C2C_100nm_tile1_,ABC333,bossdb://lee2022/C2C_100nm_tile1_/C2C_100nm_tile1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E2,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile1_1_,C2C_100nm_tile1_1_,ABC334,bossdb://lee2022/C2C_100nm_tile1_1_/C2C_100nm_tile1_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E3,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile1_2_,C2C_100nm_tile1_2_,ABC335,bossdb://lee2022/C2C_100nm_tile1_2_/C2C_100nm_tile1_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E4,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile1_3_,C2C_100nm_tile1_3_,ABC336,bossdb://lee2022/C2C_100nm_tile1_3_/C2C_100nm_tile1_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E5,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile1_4_,C2C_100nm_tile1_4_,ABC337,bossdb://lee2022/C2C_100nm_tile1_4_/C2C_100nm_tile1_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E6,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile2_,C2C_100nm_tile2_,ABC338,bossdb://lee2022/C2C_100nm_tile2_/C2C_100nm_tile2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E7,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile2_1_,C2C_100nm_tile2_1_,ABC339,bossdb://lee2022/C2C_100nm_tile2_1_/C2C_100nm_tile2_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E8,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile2_2_,C2C_100nm_tile2_2_,ABC340,bossdb://lee2022/C2C_100nm_tile2_2_/C2C_100nm_tile2_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E9,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile2_3_,C2C_100nm_tile2_3_,ABC341,bossdb://lee2022/C2C_100nm_tile2_3_/C2C_100nm_tile2_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E10,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile2_4_,C2C_100nm_tile2_4_,ABC342,bossdb://lee2022/C2C_100nm_tile2_4_/C2C_100nm_tile2_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E11,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile3_,C2C_100nm_tile3_,ABC343,bossdb://lee2022/C2C_100nm_tile3_/C2C_100nm_tile3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E12,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile3_1_,C2C_100nm_tile3_1_,ABC344,bossdb://lee2022/C2C_100nm_tile3_1_/C2C_100nm_tile3_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E13,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile3_2_,C2C_100nm_tile3_2_,ABC345,bossdb://lee2022/C2C_100nm_tile3_2_/C2C_100nm_tile3_2_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E14,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile3_3_,C2C_100nm_tile3_3_,ABC346,bossdb://lee2022/C2C_100nm_tile3_3_/C2C_100nm_tile3_3_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E15,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_100nm_tile3_4_,C2C_100nm_tile3_4_,ABC347,bossdb://lee2022/C2C_100nm_tile3_4_/C2C_100nm_tile3_4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E16,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_ovw_150nm_sz1p1_,C2C_ovw_150nm_sz1p1_,ABC348,bossdb://lee2022/C2C_ovw_150nm_sz1p1_/C2C_ovw_150nm_sz1p1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E17,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_ovw_150nm_sz1p1_1_,C2C_ovw_150nm_sz1p1_1_,ABC349,bossdb://lee2022/C2C_ovw_150nm_sz1p1_1_/C2C_ovw_150nm_sz1p1_1_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E18,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
C2C_ovw_150nm_sz1p4_,C2C_ovw_150nm_sz1p4_,ABC350,bossdb://lee2022/C2C_ovw_150nm_sz1p4_/C2C_ovw_150nm_sz1p4_/,XNH image dataset with 90nm voxel resolution of the whitemater of tissue,https://biccn.bossdb.org/deliveries/08AB1A82-F779-44D2-BF16-1FD4C39858E19,Mukul Narwani,x/x/xxxx,Image,uint8,False,Pending,CC-BY 4.0
